user_id,zone_date,zone_score,zone_focus,zone_calm,zone_posture,create_date,update_date
tamabi001,2016/05/17 19:02:00,,61,33,57,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:03:00,,27,23,61,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:04:00,,63,46,61,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:05:00,,48,52,33,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:06:00,,66,11,44,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:07:00,,77,4,64,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:08:00,,26,0,43,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:09:00,,48,58,33,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:10:00,,16,31,36,2016/05/17 19:23:30,2016/05/17 19:23:30
tamabi001,2016/05/17 19:11:00,,17,65,36,2016/05/17 19:23:30,2016/05/17 19:23:30
