EOGNoiseDuration,blinkIntervalAvg,blinkIntervalMax,blinkSpeed,blinkSpeedStd,blinkStrength,blinkStrengthMax,blinkStrengthMin,bodyMoveVertical,cadence,capturedAt,eyeMoveBigHorizontal,eyeMoveBigVertical,eyeMoveHorizontal,eyeMoveVertical,fitError,focus,footholdLeft,footholdRight,numBlinkBurst,numBlinks,numSteps1000,numSteps280,numSteps310,numSteps340,numSteps370,numSteps400,numSteps430,numSteps460,numSteps500,numSteps530,numSteps560,numSteps590,numSteps620,numSteps650,numSteps680,numSteps710,numSteps750,numSteps780,numSteps810,numSteps840,numSteps870,numSteps900,numSteps930,numSteps960,numStoredData,pitchAvg,pitchDiff,powerLeft,rollAvg,rollDiff,sittingPostureIndex1,sittingPostureIndex2,sittingPostureIndex3,sleepy
1,15104,15360,180,60,36,37,35,,0,"Tue, 17 May 2016 14:44:00 +0900",1.016949,12.20339,0,54.91525,0,2,0,0,0,2.033898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,11,6,1
20,3200,3200,195,68,69,101,32,,0,"Tue, 17 May 2016 14:45:00 +0900",4.5,27,10.5,40.5,0,2,0,0,4.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,17,11,1
18,4130,4130,171,27,72,115,35,,0,"Tue, 17 May 2016 14:46:00 +0900",1.428571,15.71429,8.571429,55.71428,0,2,0,0,4.285715,14.28571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,11,6,3
12,1920,1920,183,79,72,131,39,,0,"Tue, 17 May 2016 14:47:00 +0900",21.25,22.5,6.25,32.5,0,1,0,0,6.25,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,4,0,0,5,0,12,0
24,3246,3246,187,59,68,168,32,,0,"Tue, 17 May 2016 14:48:00 +0900",3.333333,31.66667,6.666667,38.33333,0,1,0,0,1.666667,16.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,4,0,0,1,12,6,0
20,5573.333,5573.333,191,54,69,102,33,,0,"Tue, 17 May 2016 14:49:00 +0900",6,22.5,3,45,0,1,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,4,0,0,11,17,11,0
20,5493.333,5493.333,193,60,94,117,74,,0,"Tue, 17 May 2016 14:50:00 +0900",7.5,36,7.5,36,0,1,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,4,0,0,12,7,7,1
18,3374,3374,183,64,63,96,35,,0,"Tue, 17 May 2016 14:51:00 +0900",4.285715,24.28572,4.285715,48.57143,0,1,0,0,1.428571,14.28571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,4,0,0,17,11,1,1
5,17086.67,20200,167,17,91,155,57,,0,"Tue, 17 May 2016 14:52:00 +0900",2.181818,26.18182,2.181818,56.72727,0,2,0,0,0,3.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,4,0,0,6,1,6,2
18,3738,3738,190,69,67,127,40,,0,"Tue, 17 May 2016 14:53:00 +0900",0,28.57143,7.142857,41.42857,0,1,0,0,0,15.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,4,0,0,6,17,17,2
14,2514.667,2514.667,182,73,56,83,39,,0,"Tue, 17 May 2016 14:54:00 +0900",0,37.82609,7.826087,43.04348,0,1,0,0,2.608696,15.65217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,4,0,0,1,6,7,1
14,6133.333,6133.333,178,38,59,72,43,,0,"Tue, 17 May 2016 14:55:00 +0900",1.304348,35.21739,1.304348,61.30435,0,2,0,0,1.304348,5.217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,4,0,0,2,6,6,1
19,6744.5,6744.5,267,70,77,140,44,,0,"Tue, 17 May 2016 14:56:00 +0900",0,39.5122,4.390244,43.90244,0,2,0,0,0,8.780487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,4,0,0,7,6,6,3
3,11105.5,25590,202,56,39,57,31,,0,"Tue, 17 May 2016 14:57:00 +0900",0,29.47368,0,47.36842,0,2,0,0,0,5.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,4,0,0,6,12,12,3
12,2576,2576,184,66,78,150,33,,0,"Tue, 17 May 2016 14:58:00 +0900",0,37.5,3.75,38.75,0,1,0,0,5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,4,0,0,17,22,6,1
10,5358.333,10930,219,77,84,137,36,,0,"Tue, 17 May 2016 14:59:00 +0900",0,48,1.2,49.2,0,2,0,0,1.2,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,4,0,0,17,16,17,1
14,7705,7705,170,51,86,150,37,,0,"Tue, 17 May 2016 15:00:00 +0900",0,40.43478,0,41.73913,0,2,0,0,0,3.913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,4,0,0,6,6,6,2
10,3216.667,15390,200,73,65,119,36,,0,"Tue, 17 May 2016 15:01:00 +0900",3.6,26.4,3.6,50.4,0,3,0,0,3.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,4,0,0,12,6,6,1
3,5073,17950,173,33,50,95,31,,0,"Tue, 17 May 2016 15:02:00 +0900",0,13.68421,2.105263,47.36842,0,3,0,0,3.157895,7.368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,4,0,0,6,6,7,3
17,3411.333,3411.333,215,65,71,114,35,,0,"Tue, 17 May 2016 15:03:00 +0900",1.395349,37.67442,5.581395,36.27907,0,1,0,0,4.186047,18.13953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,4,0,0,6,6,17,3
6,4005,21760,185,75,74,183,35,,0,"Tue, 17 May 2016 15:04:00 +0900",3.333333,36.66667,0,46.66667,0,3,0,0,5.555555,14.44444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,4,0,0,6,6,6,2
24,3144,3144,198,55,63,100,38,,0,"Tue, 17 May 2016 15:05:00 +0900",0,31.66667,5,50,0,3,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,4,0,0,6,6,11,2
2,7259.667,14190,210,55,67,86,41,,0,"Tue, 17 May 2016 15:06:00 +0900",0,16.55172,1.034483,58.96552,0,2,0,0,0,5.172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,4,0,0,6,11,6,3
25,2374.167,2374.167,155,15,62,84,41,,0,"Tue, 17 May 2016 15:07:00 +0900",6.857143,30.85715,10.28571,49.71429,0,2,0,0,0,6.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,4,0,0,6,6,11,1
8,5607.333,15500,207,75,89,196,33,,0,"Tue, 17 May 2016 15:08:00 +0900",3.461539,32.30769,8.076923,36.92308,0,2,0,0,2.307692,10.38462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,4,0,0,12,25,6,3
18,24353,24353,170,20,45,50,40,,0,"Tue, 17 May 2016 15:09:00 +0900",1.428571,17.14286,1.428571,60,0,2,0,0,0,2.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,4,0,0,7,17,6,1
20,6226.667,6226.667,188,55,46,59,37,,0,"Tue, 17 May 2016 15:10:00 +0900",0,12,3,61.5,0,2,0,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,4,0,0,17,6,6,1
5,5032.5,15380,204,79,69,129,41,,0,"Tue, 17 May 2016 15:11:00 +0900",2.181818,42.54545,1.090909,43.63636,0,2,0,0,1.090909,9.818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,4,0,0,6,6,11,1
1,5113.333,8570,189,48,53,95,34,,0,"Tue, 17 May 2016 15:12:00 +0900",0,14.23729,1.016949,50.84746,0,2,0,0,0,7.118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,4,0,0,11,6,6,1
7,8930.5,14760,218,58,68,91,54,,0,"Tue, 17 May 2016 15:13:00 +0900",1.132076,12.45283,4.528302,52.07547,0,2,0,0,0,4.528302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,4,0,0,6,6,11,1
7,733.1667,830,205,75,92,133,51,,0,"Tue, 17 May 2016 15:14:00 +0900",0,9.056604,1.132076,48.67924,0,2,0,0,1.132076,2.264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,4,0,0,6,11,6,3
16,4231.333,4231.333,177,41,88,167,42,,0,"Tue, 17 May 2016 15:15:00 +0900",1.363636,27.27273,4.090909,53.18182,0,1,0,0,2.727273,13.63636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,4,0,0,6,17,17,3
21,4485,4485,253,86,63,101,44,,0,"Tue, 17 May 2016 15:16:00 +0900",3.076923,40,4.615385,40,0,0,0,0,3.076923,13.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,4,0,0,7,11,11,0
26,2992,2992,191,80,66,99,46,,0,"Tue, 17 May 2016 15:17:00 +0900",3.529412,37.05882,8.82353,26.47059,0,0,0,0,3.529412,19.41177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,4,0,0,17,6,6,0
6,5373,22010,168,47,63,139,34,,0,"Tue, 17 May 2016 15:18:00 +0900",2.222222,23.33333,5.555555,56.66666,0,3,0,0,2.222222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,4,0,0,11,6,11,1
27,2854.5,2854.5,218,78,53,82,33,,0,"Tue, 17 May 2016 15:19:00 +0900",12.72727,27.27273,14.54545,36.36364,0,3,0,0,1.818182,9.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,4,0,0,11,12,17,2
33,2992.5,2992.5,183,64,67,113,47,,0,"Tue, 17 May 2016 15:20:00 +0900",11.11111,37.77778,28.88889,26.66667,0,0,0,0,4.444445,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,4,0,0,22,6,11,0
17,4386,4386,205,87,73,181,38,,0,"Tue, 17 May 2016 15:21:00 +0900",6.976744,15.34884,12.55814,50.23256,0,2,0,0,2.790698,11.16279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,4,0,0,11,11,17,1
21,5934.5,5934.5,150,0,65,81,48,,0,"Tue, 17 May 2016 15:22:00 +0900",3.076923,24.61539,6.153846,33.84616,0,2,0,0,0,3.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,4,0,0,11,11,12,1
35,4437.5,4437.5,182,37,89,141,33,,0,"Tue, 17 May 2016 15:23:00 +0900",4.8,12,14.4,33.6,0,0,0,0,4.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,4,0,0,6,17,12,0
12,2040,2040,163,22,81,144,44,,0,"Tue, 17 May 2016 15:24:00 +0900",2.5,12.5,10,41.25,0,1,0,0,3.75,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,4,0,0,11,11,12,1
32,4158,4158,166,33,89,131,70,,0,"Tue, 17 May 2016 15:25:00 +0900",12.85714,15,10.71429,32.14286,0,1,0,0,0,10.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,4,0,0,12,12,22,1
21,4550,4550,159,26,87,125,36,,0,"Tue, 17 May 2016 15:26:00 +0900",4.615385,16.92308,9.230769,44.61539,0,0,0,0,0,13.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,4,0,0,17,12,11,0
11,5161.333,5161.333,183,63,91,208,38,,0,"Tue, 17 May 2016 15:27:00 +0900",2.44898,22.04082,9.795918,51.42857,0,2,0,0,0,9.795918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,4,0,0,11,11,6,1
28,4613.333,4613.333,167,46,76,130,33,,0,"Tue, 17 May 2016 15:28:00 +0900",9.375,24.375,5.625,43.125,0,2,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,4,0,0,17,12,12,1
28,1968,1968,158,4,103,183,56,,0,"Tue, 17 May 2016 15:29:00 +0900",9.375,20.625,3.75,31.875,0,0,0,0,1.875,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,4,0,0,11,12,17,0
24,1728,1728,190,59,66,91,40,,0,"Tue, 17 May 2016 15:30:00 +0900",1.666667,26.66667,21.66667,51.66667,0,0,0,0,5,16.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,4,0,0,17,11,11,0
24,4626,4626,228,55,47,60,39,,0,"Tue, 17 May 2016 15:31:00 +0900",8.333334,20,6.666667,45,0,0,0,0,0,8.333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,4,0,0,6,6,6,0
13,4465,4465,180,39,67,114,48,,0,"Tue, 17 May 2016 15:32:00 +0900",8.93617,28.08511,10.21277,39.57447,0,1,0,0,0,12.76596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,4,0,0,11,1,11,2
12,4248,4248,169,45,65,104,38,,0,"Tue, 17 May 2016 15:33:00 +0900",6.25,20,7.5,38.75,0,1,0,0,2.5,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,4,0,0,6,12,12,1
10,2408.333,7900,176,80,76,116,31,,0,"Tue, 17 May 2016 15:34:00 +0900",2.4,20.4,16.8,46.8,0,2,0,0,2.4,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,4,0,0,11,6,6,1
7,5361.833,19220,151,9,79,101,51,,0,"Tue, 17 May 2016 15:35:00 +0900",2.264151,23.77358,14.71698,57.73585,0,2,0,0,0,11.32076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,4,0,0,12,11,11,1
19,3382.5,3382.5,168,53,78,138,37,,0,"Tue, 17 May 2016 15:36:00 +0900",5.853658,24.87805,7.317073,40.97561,0,1,0,0,4.390244,17.56097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,4,0,0,11,12,11,1
18,3017,3017,155,8,76,112,61,,0,"Tue, 17 May 2016 15:37:00 +0900",1.428571,12.85714,8.571429,25.71429,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,4,0,0,12,11,12,1
1,3402.333,7870,157,12,79,120,42,,0,"Tue, 17 May 2016 15:38:00 +0900",0,8.135593,3.050847,27.45763,0,1,0,0,2.033898,18.30508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,4,0,0,11,6,11,1
3,3040,6320,177,61,71,113,35,,0,"Tue, 17 May 2016 15:39:00 +0900",0,9.473684,8.421053,33.68421,0,1,0,0,2.105263,18.94737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,4,0,0,12,11,11,1
18,3367,3367,180,71,84,191,34,,0,"Tue, 17 May 2016 15:40:00 +0900",1.428571,14.28571,8.571429,30,0,1,0,0,1.428571,18.57143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,4,0,0,11,6,1,1
9,2227,9270,154,9,84,118,51,,0,"Tue, 17 May 2016 15:41:00 +0900",1.176471,7.058824,1.176471,43.52941,0,2,0,0,3.529412,24.70588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,4,0,0,11,6,11,1
0,2740,5310,168,45,80,118,35,,0,"Tue, 17 May 2016 15:42:00 +0900",1,12,5,37,0,1,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,4,0,0,12,6,6,1
24,3594,3594,157,12,102,166,71,,0,"Tue, 17 May 2016 15:43:00 +0900",6.666667,15,5,38.33333,0,1,0,0,0,11.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,4,0,0,11,18,6,1
18,2247,2247,159,16,87,153,48,,0,"Tue, 17 May 2016 15:44:00 +0900",4.285715,8.571429,2.857143,27.14286,0,1,0,0,2.857143,15.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,4,0,0,11,12,11,1
39,808.5,808.5,172,65,83,159,33,,0,"Tue, 17 May 2016 15:45:00 +0900",5.714286,42.85714,0,14.28571,0,0,0,0,11.42857,31.42857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,4,0,0,6,21,11,0
22,3204.667,3204.667,200,85,101,250,41,,0,"Tue, 17 May 2016 15:46:00 +0900",1.578947,44.21053,6.31579,28.42105,0,0,0,0,4.736842,15.78947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,4,0,0,21,11,11,0
20,3660,3660,171,44,78,155,30,,0,"Tue, 17 May 2016 15:47:00 +0900",1.5,28.5,4.5,42,0,1,0,0,4.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,4,0,0,11,12,12,1
20,2720,2720,175,45,73,107,42,,0,"Tue, 17 May 2016 15:48:00 +0900",3,21,9,43.5,0,1,0,0,1.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,4,0,0,12,17,11,1
20,7846.667,7846.667,183,83,55,73,31,,0,"Tue, 17 May 2016 15:49:00 +0900",3,27,16.5,54,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,4,0,0,11,11,6,2
9,3672,16200,195,74,65,142,31,,0,"Tue, 17 May 2016 15:50:00 +0900",1.176471,16.47059,7.058824,51.76471,0,2,0,0,2.352941,15.29412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,4,0,0,11,6,17,1
32,1936.667,1936.667,150,10,50,65,34,,0,"Tue, 17 May 2016 15:51:00 +0900",12.85714,36.42857,17.14286,32.14286,0,2,0,0,0,4.285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,4,0,0,17,11,17,1
15,4530,4530,179,51,63,93,37,,0,"Tue, 17 May 2016 15:52:00 +0900",5.333333,17.33333,10.66667,45.33334,0,1,0,0,0,10.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,4,0,0,11,11,11,1
6,3015,6790,159,31,64,107,38,,0,"Tue, 17 May 2016 15:53:00 +0900",1.111111,16.66667,4.444445,35.55556,0,1,0,0,1.111111,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,4,0,0,11,11,11,1
11,3952.667,3952.667,172,43,75,133,38,,0,"Tue, 17 May 2016 15:54:00 +0900",1.22449,11.02041,4.897959,40.40816,0,1,0,0,1.22449,15.91837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,4,0,0,6,6,11,1
8,2652,10510,156,11,76,123,44,,0,"Tue, 17 May 2016 15:55:00 +0900",3.461539,5.769231,1.153846,21.92308,0,2,0,0,2.307692,23.07692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,4,0,0,6,6,6,1
5,2273.333,5750,164,30,80,116,32,,0,"Tue, 17 May 2016 15:56:00 +0900",2.181818,6.545455,5.454545,19.63636,0,1,0,0,3.272727,26.18182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,4,0,0,12,6,6,1
14,2844.333,2844.333,157,34,78,135,38,,0,"Tue, 17 May 2016 15:57:00 +0900",1.304348,23.47826,5.217391,28.69565,0,1,0,0,0,19.56522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,4,0,0,11,17,17,1
14,4738,4738,164,16,64,112,37,,0,"Tue, 17 May 2016 15:58:00 +0900",2.608696,19.56522,10.43478,45.65217,0,2,0,0,2.608696,11.73913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,4,0,0,1,11,17,1
26,2986.333,2986.333,180,52,96,144,36,,0,"Tue, 17 May 2016 15:59:00 +0900",5.294118,17.64706,3.529412,35.29412,0,2,0,0,5.294118,17.64706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,4,0,0,17,17,17,1
8,3440.667,7430,168,38,95,137,45,,0,"Tue, 17 May 2016 16:00:00 +0900",5.769231,26.53846,6.923077,28.84615,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,4,0,0,11,11,12,1
10,15008.33,42030,213,82,74,85,56,,0,"Tue, 17 May 2016 16:01:00 +0900",7.2,16.8,0,36,0,2,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,4,0,0,7,12,17,2
17,3705.167,3705.167,156,8,77,133,41,,0,"Tue, 17 May 2016 16:02:00 +0900",6.976744,13.95349,4.186047,32.09303,0,1,0,0,2.790698,15.34884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,4,0,0,11,12,6,1
11,2801.167,2801.167,157,6,78,144,49,,0,"Tue, 17 May 2016 16:03:00 +0900",2.44898,12.2449,9.795918,25.71429,0,1,0,0,7.346939,22.04082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,4,0,0,6,11,11,1
12,2768,2768,195,71,88,129,43,,0,"Tue, 17 May 2016 16:04:00 +0900",1.25,12.5,6.25,41.25,0,1,0,0,5,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,4,0,0,11,11,12,2
10,2841.667,18200,159,9,83,180,44,,0,"Tue, 17 May 2016 16:05:00 +0900",1.2,9.599999,2.4,30,0,2,0,0,6,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,4,0,0,12,11,6,1
20,5080,5080,159,8,83,116,57,,0,"Tue, 17 May 2016 16:06:00 +0900",4.5,10.5,12,25.5,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,4,0,0,12,6,11,1
31,2204,2204,185,59,76,100,42,,0,"Tue, 17 May 2016 16:07:00 +0900",14.48276,24.82759,14.48276,26.89655,0,1,0,0,4.137931,26.89655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,4,0,0,11,17,17,1
34,2305.333,2305.333,172,62,125,199,43,,0,"Tue, 17 May 2016 16:08:00 +0900",16.15385,18.46154,25.38461,46.15385,0,0,0,0,6.923077,25.38461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,4,0,0,11,12,11,0
21,1326,1326,161,43,74,115,39,,0,"Tue, 17 May 2016 16:09:00 +0900",6.153846,26.15385,12.30769,23.07692,0,0,0,0,15.38462,38.46154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,4,0,0,11,6,11,0
34,1898,1898,187,68,93,184,37,,0,"Tue, 17 May 2016 16:10:00 +0900",9.230769,25.38461,20.76923,27.69231,0,0,0,0,6.923077,27.69231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,4,0,0,11,12,12,0
33,1147.5,1147.5,163,61,99,141,35,,0,"Tue, 17 May 2016 16:11:00 +0900",22.22222,35.55556,11.11111,22.22222,0,0,0,0,13.33333,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,4,0,0,12,12,11,0
43,1493.167,1493.167,209,66,83,150,45,,0,"Tue, 17 May 2016 16:12:00 +0900",10.58824,42.35294,21.17647,17.64706,0,0,0,0,21.17647,35.29412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,4,0,0,12,11,12,0
49,1397,1397,194,64,146,258,56,,0,"Tue, 17 May 2016 16:13:00 +0900",38.18182,21.81818,27.27273,5.454545,0,0,0,0,5.454545,27.27273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,4,0,0,12,11,12,0
54,0,0,170,0,147,147,147,,0,"Tue, 17 May 2016 16:14:00 +0900",30,50,10,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,4,0,0,12,12,11,0
48,3688,3688,200,104,107,156,66,,0,"Tue, 17 May 2016 16:15:00 +0900",10,50,10,25,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,4,0,0,11,12,11,0
